ID,F_cell,F_p,Psyndeter,Psyn,638 Red(Peak)
1,113.91974576108764,"[33, 46, 29]",2.26061305315637,40.47571409288836,40.47571409288836
2,143.63794030745834,"[32, 22, 28, 23, 41, 25, 36]",6.2133915548832634,65.07529300550034,65.07529300550034
3,138.6849078830632,"[9, 22, 32, 35, 14, 4, 43]",6.633930509063322,56.923495671889974,56.923495671889974
4,143.63794030745834,"[0, 12, 36, 50, 6, 52, 129]",6.083750579317269,62.67711140156698,62.67711140156698
5,94.10761606350718,"[34, 60]",1.8100993477033067,35.677855863680634,35.677855863680634
6,133.7318754586681,"[17, 2, 47]",2.0636823018032535,31.44032388652065,31.44032388652065
7,69.3424539415316,"[45, 0]",1.7901596304046876,23.08534330975949,23.08534330975949
8,237.74555637096552,"[36, 32, 2, 38, 90, 36]",5.053073192712642,88.36126110401327,88.36126110401327
9,99.0606484879023,"[46, 13, 24]",2.056853458454365,32.18737892883403,32.18737892883403
10,128.778843034273,"[37, 29, 16, 30]",3.6987392633970027,46.7877052035419,46.7877052035419
11,49.53032424395115,"[40, 26]",1.9699840992427409,23.167607435615796,23.167607435615796
12,29.71819454637069,"[8, 60, 24, 8, 32, 70, 24, 14, 9]",8.716709329934359,55.757474381869564,55.757474381869564
13,1263.0232682207543,"[78, 56]",1.9199095608639491,281.14861448725486,281.14861448725486
14,49.53032424395115,"[22, 29, 47, 18, 72, 15]",5.63617636416196,49.883172274317204,49.883172274317204
15,1986.1660021824412,"[23, 18, 7, 54, 84, 18, 25]",6.712005585104393,445.7806758815428,445.7806758815428
16,416.05472364918967,"[0, 45]",1.9215672724779664,92.372755053501,92.372755053501
17,104.01368091229742,"[25, 21, 46, 91, 8, 70, 0, 32]",7.016026932793456,73.7985362182093,73.7985362182093
18,168.40310242943391,"[9, 0, 14, 44, 0, 8, 62, 24, 57, 23, 41]",10.252412981384214,84.74647422027498,84.74647422027498
19,193.1682645514095,"[6, 59, 0, 39]",3.8786612088507306,59.04182057364615,59.04182057364615
