ID,F_cell,638 Red(Peak)
1,84.20155121471696,84.20155121471696
2,470.5380803175359,470.5380803175359
3,148.59097273185344,148.59097273185344
4,64.3894215171365,64.3894215171365
5,94.10761606350718,94.10761606350718
6,54.48335666834626,54.48335666834626
7,84.20155121471696,84.20155121471696
8,222.88645909778018,222.88645909778018
9,69.3424539415316,69.3424539415316
10,99.0606484879023,99.0606484879023
11,128.778843034273,128.778843034273
12,133.7318754586681,133.7318754586681
13,94.10761606350718,94.10761606350718
14,148.59097273185344,148.59097273185344
15,138.6849078830632,138.6849078830632
16,302.134977888102,302.134977888102
17,69.3424539415316,69.3424539415316
18,123.82581060987788,123.82581060987788
19,104.01368091229742,104.01368091229742
20,168.40310242943391,168.40310242943391
21,54.48335666834626,54.48335666834626
22,59.43638909274138,59.43638909274138
23,217.93342667338504,217.93342667338504
24,84.20155121471696,84.20155121471696
25,203.0743294001997,203.0743294001997
26,79.24851879032184,79.24851879032184
27,79.24851879032184,79.24851879032184
28,64.3894215171365,64.3894215171365
29,505.2093072883017,505.2093072883017
30,232.7925239465704,232.7925239465704
31,113.91974576108764,113.91974576108764
32,74.29548636592672,74.29548636592672
33,163.45007000503878,163.45007000503878
34,747.9078960836623,747.9078960836623
35,143.63794030745834,143.63794030745834
36,64.3894215171365,64.3894215171365
37,94.10761606350718,94.10761606350718
38,69.3424539415316,69.3424539415316
39,222.88645909778018,222.88645909778018
40,217.93342667338504,217.93342667338504
41,138.6849078830632,138.6849078830632
42,168.40310242943391,168.40310242943391
43,108.96671333669252,108.96671333669252
44,59.43638909274138,59.43638909274138
45,153.54400515624857,153.54400515624857
46,282.32284819052154,282.32284819052154
47,113.91974576108764,113.91974576108764
48,99.0606484879023,99.0606484879023
49,24.765162121975575,24.765162121975575
50,158.49703758064368,158.49703758064368
51,490.3502100151164,490.3502100151164
52,1005.4655821522083,1005.4655821522083
53,99.0606484879023,99.0606484879023
54,1263.0232682207543,1263.0232682207543
55,89.15458363911208,89.15458363911208
56,148.59097273185344,148.59097273185344
57,168.40310242943391,168.40310242943391
58,163.45007000503878,163.45007000503878
59,485.39717759072124,485.39717759072124
60,94.10761606350718,94.10761606350718
61,108.96671333669252,108.96671333669252
62,79.24851879032184,79.24851879032184
63,455.67898304435056,455.67898304435056
64,108.96671333669252,108.96671333669252
65,49.53032424395115,49.53032424395115
66,108.96671333669252,108.96671333669252
67,148.59097273185344,148.59097273185344
68,79.24851879032184,79.24851879032184
69,89.15458363911208,89.15458363911208
70,138.6849078830632,138.6849078830632
71,411.10169122479454,411.10169122479454
72,123.82581060987788,123.82581060987788
73,282.32284819052154,282.32284819052154
74,1471.0506300453492,1471.0506300453492
75,133.7318754586681,133.7318754586681
76,79.24851879032184,79.24851879032184
77,168.40310242943391,168.40310242943391
78,411.10169122479454,411.10169122479454
79,44.57729181955604,44.57729181955604
80,54.48335666834626,54.48335666834626
81,84.20155121471696,84.20155121471696
82,84.20155121471696,84.20155121471696
83,123.82581060987788,123.82581060987788
84,108.96671333669252,108.96671333669252
85,148.59097273185344,148.59097273185344
86,1560.2052136844611,1560.2052136844611
87,108.96671333669252,108.96671333669252
88,84.20155121471696,84.20155121471696
89,59.43638909274138,59.43638909274138
90,2570.623828261065,2570.623828261065
91,99.0606484879023,99.0606484879023
92,133.7318754586681,133.7318754586681
93,49.53032424395115,49.53032424395115
94,54.48335666834626,54.48335666834626
95,79.24851879032184,79.24851879032184
96,118.87277818548276,118.87277818548276
97,69.3424539415316,69.3424539415316
98,89.15458363911208,89.15458363911208
99,133.7318754586681,133.7318754586681
100,69.3424539415316,69.3424539415316
101,104.01368091229742,104.01368091229742
102,163.45007000503878,163.45007000503878
103,94.10761606350718,94.10761606350718
104,237.74555637096552,237.74555637096552
105,84.20155121471696,84.20155121471696
106,153.54400515624857,153.54400515624857
107,416.05472364918967,416.05472364918967
108,123.82581060987788,123.82581060987788
109,237.74555637096552,237.74555637096552
110,282.32284819052154,282.32284819052154
111,356.6183345564483,356.6183345564483
112,138.6849078830632,138.6849078830632
113,84.20155121471696,84.20155121471696
114,99.0606484879023,99.0606484879023
115,178.30916727822415,178.30916727822415
116,203.0743294001997,203.0743294001997
117,108.96671333669252,108.96671333669252
118,297.1819454637069,297.1819454637069
119,297.1819454637069,297.1819454637069
120,153.54400515624857,153.54400515624857
121,163.45007000503878,163.45007000503878
122,123.82581060987788,123.82581060987788
123,193.1682645514095,193.1682645514095
124,138.6849078830632,138.6849078830632
125,59.43638909274138,59.43638909274138
126,74.29548636592672,74.29548636592672
127,113.91974576108764,113.91974576108764
128,59.43638909274138,59.43638909274138
129,1035.183776698579,1035.183776698579
130,2100.0857479435285,2100.0857479435285
131,89.15458363911208,89.15458363911208
132,193.1682645514095,193.1682645514095
133,39.62425939516092,39.62425939516092
134,94.10761606350718,94.10761606350718
135,113.91974576108764,113.91974576108764
136,108.96671333669252,108.96671333669252
137,24.765162121975575,24.765162121975575
138,74.29548636592672,74.29548636592672
139,272.41678334173133,272.41678334173133
140,94.10761606350718,94.10761606350718
141,69.3424539415316,69.3424539415316
142,79.24851879032184,79.24851879032184
143,138.6849078830632,138.6849078830632
144,104.01368091229742,104.01368091229742
145,118.87277818548276,118.87277818548276
146,163.45007000503878,163.45007000503878
147,104.01368091229742,104.01368091229742
148,29.71819454637069,29.71819454637069
149,69.3424539415316,69.3424539415316
150,168.40310242943391,168.40310242943391
151,89.15458363911208,89.15458363911208
152,69.3424539415316,69.3424539415316
153,812.2973176007988,812.2973176007988
154,118.87277818548276,118.87277818548276
155,143.63794030745834,143.63794030745834
156,99.0606484879023,99.0606484879023
157,208.02736182459483,208.02736182459483
158,108.96671333669252,108.96671333669252
159,74.29548636592672,74.29548636592672
160,84.20155121471696,84.20155121471696
161,178.30916727822415,178.30916727822415
162,584.4578260786236,584.4578260786236
163,79.24851879032184,79.24851879032184
164,118.87277818548276,118.87277818548276
165,128.778843034273,128.778843034273
166,1005.4655821522083,1005.4655821522083
167,237.74555637096552,237.74555637096552
168,138.6849078830632,138.6849078830632
169,143.63794030745834,143.63794030745834
170,74.29548636592672,74.29548636592672
171,94.10761606350718,94.10761606350718
172,74.29548636592672,74.29548636592672
173,89.15458363911208,89.15458363911208
174,163.45007000503878,163.45007000503878
175,143.63794030745834,143.63794030745834
176,24.765162121975575,24.765162121975575
177,34.6712269707658,34.6712269707658
178,89.15458363911208,89.15458363911208
179,108.96671333669252,108.96671333669252
180,158.49703758064368,158.49703758064368
181,143.63794030745834,143.63794030745834
182,108.96671333669252,108.96671333669252
183,133.7318754586681,133.7318754586681
184,1079.761068518135,1079.761068518135
185,94.10761606350718,94.10761606350718
186,94.10761606350718,94.10761606350718
187,59.43638909274138,59.43638909274138
188,128.778843034273,128.778843034273
189,118.87277818548276,118.87277818548276
190,361.5713669808434,361.5713669808434
191,738.0018312348722,738.0018312348722
