ID,F_cell,F_p,Psyndeter,Psyn,638 Red(Peak)
1,198.1212969758046,[0],0.2754093959400508,39.99999999999999,39.99999999999999
2,59.43638909274138,"[0, 7, 39, 59, 26, 32, 38, 7, 39, 63, 31, 4, 38, 2, 35, 17, 49, 73]",17.894453662096133,123.30456457699127,123.30456457699127
3,282.32284819052154,"[8, 43, 95, 38, 28]",4.158346023162388,95.04410561103063,95.04410561103063
4,99.0606484879023,[63],0.2704070559978981,23.439437311971165,23.439437311971165
5,1684.031024294339,"[68, 38, 128, 13]",3.061981672267533,387.4064657002832,387.4064657002832
6,113.91974576108764,"[5, 4, 33, 4, 58, 58, 52, 27, 55, 14, 76, 17, 47]",12.175975428057734,106.03415158218746,106.03415158218746
7,104.01368091229742,"[2, 4]",1.1609462983792114,21.533771024896875,21.533771024896875
8,678.5654421421308,"[82, 54, 43, 18, 20, 0, 4, 33, 44]",8.091821067307537,189.09740313643204,189.09740313643204
9,158.49703758064368,"[37, 0, 38]",2.141527850456487,40.5559824136467,40.5559824136467
10,69.3424539415316,[23],0.6498165063272963,17.017500869147455,17.017500869147455
11,554.7396315322528,"[0, 30, 4, 30, 21, 37, 81, 13, 68, 43, 28, 73, 18, 23, 32, 0, 50, 46]",17.194332009994053,225.04978939807938,225.04978939807938
12,1505.7218570161149,"[1, 25, 27, 36, 0, 69, 39, 30, 76, 28, 11, 29, 6, 32]",13.069939992176343,380.5668477924323,380.5668477924323
13,59.43638909274138,"[41, 15, 79, 37, 15, 36, 20, 69, 49]",8.778474499734642,82.6931068656912,82.6931068656912
14,104.01368091229742,[34],0.915009446121659,27.28106551754216,27.28106551754216
15,54.48335666834626,"[12, 0, 0]",2.6512692660813357,13.422758215935863,13.422758215935863
16,99.0606484879023,"[0, 47, 0, 39, 22]",4.529181080990826,39.71357653563566,39.71357653563566
17,108.96671333669252,[11],0.9364894038456034,24.079813447528494,24.079813447528494
18,54.48335666834626,"[76, 0]",1.6682740242325647,26.344135367593807,26.344135367593807
19,99.0606484879023,[9],0.20774273120277997,20.377482806616868,20.377482806616868
20,99.0606484879023,"[27, 85]",1.4239182313653993,32.72615324616147,32.72615324616147
21,104.01368091229742,"[46, 0, 4, 6, 48, 23, 37, 112, 9, 38, 106, 39, 26, 24, 10, 22, 15, 85, 28]",18.047416996070265,152.50078983573587,152.50078983573587
22,49.53032424395115,"[18, 0]",1.6342643339067686,13.634137323903797,13.634137323903797
23,79.24851879032184,[50],0.042524139378156876,16.42927378355846,16.42927378355846
24,99.0606484879023,[24],0.5164168950986526,22.502306550896698,22.502306550896698
25,178.30916727822415,"[87, 74, 0, 34, 25, 37, 6, 35, 30]",8.489652022259431,99.13093351210392,99.13093351210392
26,198.1212969758046,"[39, 31, 0, 92, 15, 36, 20, 41, 56, 0]",9.278342302597032,106.62585093823628,106.62585093823628
27,148.59097273185344,"[104, 25, 1, 6, 15, 30, 37, 110, 63, 33, 129, 28, 38, 0, 58, 43, 54, 0, 173]",18.313084437288758,197.20334871461978,197.20334871461978
28,74.29548636592672,"[18, 4, 51, 16]",3.5759224888044754,31.598873735600872,31.598873735600872
29,173.35613485382902,"[17, 8, 22, 175]",3.844721644792181,74.3347491284442,74.3347491284442
30,94.10761606350718,"[48, 0, 12]",2.155692907629501,29.068239134865774,29.068239134865774
31,94.10761606350718,"[33, 8]",1.732542081107915,26.845766657505596,26.845766657505596
32,74.29548636592672,[0],0.1269888399620215,14.999999999999998,14.999999999999998
33,4.953032424395115,"[27, 9]",1.4329230472951393,7.237856888132412,7.237856888132412
34,39.62425939516092,"[153, 32, 15]",2.8244216408142706,47.84757370860887,47.84757370860887
35,321.9471075856825,"[36, 24, 35, 57, 27, 9, 4, 0, 42, 30, 22, 71, 58, 26]",13.291833927302202,150.3189815654125,150.3189815654125
36,143.63794030745834,"[22, 3, 24]",2.1577942637856684,34.81200764789494,34.81200764789494
37,1149.1035224596667,"[49, 20, 18, 112, 141, 40, 22, 21, 7, 0]",9.382482408147155,318.8155027377018,318.8155027377018
38,64.3894215171365,"[4, 36, 57, 27, 36, 0, 55, 3, 0, 60, 67, 11, 34, 25, 23, 54, 22, 77, 28, 26, 55, 26]",21.209406203315915,155.42680056195383,155.42680056195383
39,59.43638909274138,[37],0.9904175873952609,19.398588903463505,19.398588903463505
40,203.0743294001997,"[5, 0]",1.8400119808931783,42.009482589973274,42.009482589973274
