ID,F_cell,F_p,Psyndeter,Psyn,638 Red(Peak)
1,113.91974576108764,[33],0.1343112462042863,23.89486010689355,23.89486010689355
2,143.63794030745834,"[46, 29, 32]",2.540520968949242,47.634376498685526,47.634376498685526
3,138.6849078830632,"[22, 28, 23, 41, 25, 36, 9, 22]",7.139544755723864,65.76877851728797,65.76877851728797
4,143.63794030745834,"[32, 35, 14, 4]",3.5106502317381856,45.766011972371494,45.766011972371494
5,94.10761606350718,[43],0.08860801736794346,19.7692549574389,19.7692549574389
6,133.7318754586681,[0],0.11698853458432922,26.999999999999996,26.999999999999996
7,69.3424539415316,[12],0.08128081553057365,14.196923763624662,14.196923763624662
8,237.74555637096552,"[36, 50]",1.612383229992758,61.450176738500495,61.450176738500495
9,99.0606484879023,[6],0.11506845651545324,20.139391524208932,20.139391524208932
10,128.778843034273,[52],0.5279220151837152,31.542452065192307,31.542452065192307
11,49.53032424395115,[129],0.09912515436500541,12.581680033045071,12.581680033045071
12,29.71819454637069,"[34, 60, 17, 2, 47, 45, 0, 36, 32, 2]",9.257591104477399,61.22176290666169,61.22176290666169
13,1263.0232682207543,[38],0.09007944632972278,255.69109560916053,255.69109560916053
14,49.53032424395115,"[90, 36]",1.5213776658985005,31.960202690502154,31.960202690502154
15,1986.1660021824412,"[46, 13, 24, 37, 29, 16, 30]",6.598565709410418,437.938375444747,437.938375444747
16,416.05472364918967,[40],0.09313947054140706,84.75218139160702,84.75218139160702
17,104.01368091229742,"[26, 8, 60, 24, 8]",4.437367341396869,45.530212669870195,45.530212669870195
18,168.40310242943391,"[32, 70, 24, 14, 9, 78, 56, 22, 29, 47, 18, 72, 15, 23, 18, 7, 54, 84, 18, 25, 0, 45, 25, 21, 46, 91, 8, 70, 0, 32, 9, 0, 14, 44, 0, 8]",35.84694587815054,261.49206354384216,261.49206354384216
19,193.1682645514095,[62],0.6746053463268394,47.44442916752598,47.44442916752598
20,84.20155121471696,[24],0.13230806001613105,17.641100878877232,17.641100878877232
21,39.62425939516092,[57],0.4204660506321327,12.838765998782746,12.838765998782746
22,79.24851879032184,[23],0.6473320442721878,19.005963971673086,19.005963971673086
23,118.87277818548276,[41],0.05708913705260137,24.47257001743583,24.47257001743583
24,733.048798810477,[6],0.1390778491265009,148.16847600081294,148.16847600081294
25,74.29548636592672,"[59, 0, 39, 46, 17, 0, 46, 18, 30, 9, 0, 77, 0, 32, 37, 29, 23, 23, 13, 27, 23]",20.12002637098012,121.55302879366776,121.55302879366776
26,153.54400515624857,[54],0.3083173798514535,34.36140309317918,34.36140309317918
27,24.765162121975575,"[5, 17]",1.5609300611636374,7.934729635160224,7.934729635160224
28,168.40310242943391,[3],0.024195402172235904,34.014654902350166,34.014654902350166
29,113.91974576108764,[14],0.08415440876925653,23.237866749461762,23.237866749461762
30,84.20155121471696,[53],0.1440355078970089,18.541254178135883,18.541254178135883
31,113.91974576108764,[31],0.18030103490210228,24.12846668526458,24.12846668526458
32,133.7318754586681,[26],0.6312292667913102,30.313517766558604,30.313517766558604
33,34.6712269707658,"[30, 37, 31, 54, 4, 29, 85, 18, 22, 50, 58, 46, 37, 12, 27, 7, 33, 50, 32, 10, 35, 57, 22, 9, 11, 55, 22, 26, 7]",28.449662476879983,191.15943187562618,191.15943187562618
34,104.01368091229742,"[45, 0]",1.8306241238718493,30.08534330975949,30.08534330975949
35,64.3894215171365,[47],0.042777469949097716,13.40592124487316,13.40592124487316
36,128.778843034273,"[31, 25, 57, 0, 45, 3, 1, 70, 4, 45, 13, 40, 16, 46, 44, 6, 57, 19, 25, 10, 19, 2, 31, 53, 17, 10, 39, 83, 28, 0, 25, 11, 36, 0, 6, 59, 17, 0, 90, 45, 79, 18, 29]",42.65162775007742,277.13851438276316,277.13851438276316
37,153.54400515624857,[66],0.013291952765384437,31.177117532724917,31.177117532724917
38,128.778843034273,[15],0.3652862220214897,27.10625024446342,27.10625024446342
39,133.7318754586681,"[59, 8, 97, 69, 15]",4.3815536017047245,75.19740384694227,75.19740384694227
40,49.53032424395115,[20],0.07350469657181033,10.296806845882042,10.296806845882042
41,178.30916727822415,[40],0.027016747827375273,36.21818349255547,36.21818349255547
42,99.0606484879023,[29],0.7473188175515677,24.375550945770794,24.375550945770794
43,113.91974576108764,[30],0.018930506935156806,23.11466010302245,23.11466010302245
44,79.24851879032184,"[32, 15]",1.3366404389989917,23.4801865625803,23.4801865625803
45,74.29548636592672,"[26, 49]",1.943511693539094,29.583404022887425,29.583404022887425
46,54.48335666834626,[54],0.06109831737050438,11.666119026751607,11.666119026751607
47,89.15458363911208,"[65, 28, 67, 34, 23, 46, 17, 49, 2]",8.561999008327927,84.65088570603733,84.65088570603733
48,99.0606484879023,[40],0.026350463242664646,20.2128026710496,20.2128026710496
49,89.15458363911208,"[18, 91]",1.8290902177068056,36.86666627722136,36.86666627722136
50,49.53032424395115,[65],0.5816875571922805,17.633645003265993,17.633645003265993
51,99.0606484879023,[12],0.4840754935186272,21.172797879055462,21.172797879055462
52,118.87277818548276,[24],0.26788031420372055,25.29801846424909,25.29801846424909
53,104.01368091229742,"[0, 6, 16, 24]",3.50371674742701,27.882491172548974,27.882491172548974
54,113.91974576108764,[0],0.34920629637333234,22.999999999999996,22.999999999999996
55,84.20155121471696,"[49, 93, 0, 0, 125, 61, 33, 0, 39, 36, 64, 0, 22, 19, 26, 4, 70, 0, 34, 25, 25, 0, 28, 42, 30, 17]",25.481911566267808,185.21866388817463,185.21866388817463
56,118.87277818548276,"[37, 51]",1.8186670221407581,39.89975824533314,39.89975824533314
57,104.01368091229742,[64],0.9022587312229264,32.658425354507806,32.658425354507806
